SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,136 Avellino Way (Unable to map),Mountain View,CA,94043,,4,3.5,94043,1916,,,,,,,,,,,,2014-12-05,1475000,http://www.redfin.com/CA/Mountain-View/136-Avellino-Way-94043/home/62324344,,,,N,Y,37.3902,-122.0566,
Past Sale,Single Family Residential,776 Winston Pl,Mountain View,CA,94043,,3,1,94043,984,,1954,,,,,,,,,,2015-03-06,815000,http://www.redfin.com/CA/Mountain-View/776-Winston-Pl-94043/home/1160208,,,,N,Y,37.404682,-122.06624,
Past Sale,Single Family Residential,910 Wright Ave,MOUNTAIN VIEW,CA,94043,1525000,3,2.5,MOUNTAIN VIEW,2030,6214,1988,2,Garage,,Sold,,,,,1525000,2015-02-19,1775000,http://www.redfin.com/CA/Mountain-View/910-Wright-Ave-94043/home/615213,MLSListings Inc. (MLSLI),ML81450225,Coldwell Banker-Los Gatos,N,Y,37.399514,-122.078612,false
Past Sale,Single Family Residential,220 Oak St,MOUNTAIN VIEW,CA,94041,1688000,3,3,MOUNTAIN VIEW,2497,7000,1994,2,Garage,,Sold,,,,,1688000,2015-02-25,2282000,http://www.redfin.com/CA/Mountain-View/220-Oak-St-94041/home/1527212,MLSListings Inc. (MLSLI),ML81451175,Alain Pinel Realtors,N,Y,37.394966,-122.082634,false
Past Sale,Single Family Residential,774 Bond Way,Mountain View,CA,94040,,3,1,94040,1004,,1952,,,,,,,,,,2013-07-03,1050000,http://www.redfin.com/CA/Mountain-View/774-Bond-Way-94040/home/1303677,,,,N,Y,37.372843,-122.085936,
Past Sale,Single Family Residential,1851 Walnut Dr,MOUNTAIN VIEW,CA,94040,1795000,3,2.5,MOUNTAIN VIEW,1708,8610,1959,2,Garage,,Sold,,,,,1795000,2015-03-19,2250000,http://www.redfin.com/CA/Mountain-View/1851-Walnut-Dr-94040/home/1321523,MLSListings Inc. (MLSLI),ML81454209,Intero Real Estate Services,N,Y,37.369475,-122.092161,false
Past Sale,Single Family Residential,13131 Lorene Ct,Mountain View,CA,94040,,3,2,94040,1432,,1955,,,,,,,,,,2013-04-16,208500,http://www.redfin.com/CA/Mountain-View/13131-Lorene-Ct-94040/home/1427727,,,,N,Y,37.368804,-122.069573,
Past Sale,Single Family Residential,752 Burgoyne St,Mountain View,CA,94043,,3,1,94043,860,,1950,,,,,,,,,,2014-12-31,993000,http://www.redfin.com/CA/Mountain-View/752-Burgoyne-St-94043/home/893690,,,,N,Y,37.405055,-122.086432,
Past Sale,Single Family Residential,214 Lauella Ct,MOUNTAIN VIEW,CA,94041,1100000,3,1,MOUNTAIN VIEW,1193,5440,1953,2,Garage,,Sold,,,,,1100000,2015-02-25,1400000,http://www.redfin.com/CA/Mountain-View/214-Lauella-Ct-94041/home/1641768,MLSListings Inc. (MLSLI),ML81451297,Alain Pinel Realtors,N,Y,37.398638,-122.092319,false
Past Sale,Single Family Residential,355 Fay Way,MOUNTAIN VIEW,CA,94043,1225000,3,2,MOUNTAIN VIEW,1104,5000,1955,1,Garage,,Sold,,,,,1225000,2015-03-04,1510000,http://www.redfin.com/CA/Mountain-View/355-Fay-Way-94043/home/1349842,MLSListings Inc. (MLSLI),ML81452486,Coldwell Banker Los Altos,N,Y,37.408033,-122.095271,false
Past Sale,Single Family Residential,1647 Cornell Dr,Mountain View,CA,94040,,3,1.5,94040,1178,,1952,,,,,,,,,,2014-08-06,1400000,http://www.redfin.com/CA/Mountain-View/1647-Cornell-Dr-94040/home/1558776,,,,N,Y,37.375914,-122.088532,
Past Sale,Single Family Residential,859 Tulane Ct,Mountain View,CA,94040,,3,1.5,94040,1178,,1952,,,,,,,,,,2014-11-24,1280000,http://www.redfin.com/CA/Mountain-View/859-Tulane-Ct-94040/home/593898,,,,N,Y,37.375751,-122.08936,
Past Sale,Single Family Residential,3382 Tryna Dr,Mountain View,CA,94040,,4,2.5,94040,2365,,1977,,,,,,,,,,2014-11-13,2165000,http://www.redfin.com/CA/Mountain-View/3382-Tryna-Dr-94040/home/647638,,,,N,Y,37.362182,-122.067146,
Past Sale,Single Family Residential,1527 Miramonte Ave,Mountain View,CA,94040,,3,2,94040,1300,,1955,,,,,,,,,,2012-12-31,570000,http://www.redfin.com/CA/Mountain-View/1527-Miramonte-Ave-94040/home/1094300,,,,N,Y,37.377743,-122.086655,
Past Sale,Single Family Residential,1081 Jackson St,Mountain View,CA,94043,,4,2.5,94043,2236,,1908,,,,,,,,,,2014-09-30,1050000,http://www.redfin.com/CA/Mountain-View/1081-Jackson-St-94043/home/17290290,,,,N,Y,37.399074,-122.082364,
Past Sale,Single Family Residential,381 Villa St,Mountain View,CA,94041,,3,2.5,94041,1526,,2014,,,,,,,,,,2014-10-02,1746000,http://www.redfin.com/CA/Mountain-View/381-Villa-St-94041/home/62323873,,,,N,Y,37.391622,-122.073842,
Past Sale,Single Family Residential,240 Shumway Ln (Unable to map),Mountain View,CA,94041,,4,2.5,94041,1976,,2014,,,,,,,,,,2014-10-29,1882000,http://www.redfin.com/CA/Mountain-View/240-Shumway-Ln-94041/home/62324092,,,,N,Y,37.3904,-122.0726,
Past Sale,Single Family Residential,232 Shumway LN,Mountain View,CA,94041,,4,2.5,94041,1976,,2014,,,,,,,,,,2014-10-22,1848000,http://www.redfin.com/CA/Mountain-View/232-Shumway-LN-94041/home/62324064,,,,N,Y,37.3909889,-122.0744133,
Past Sale,Single Family Residential,211 Shumway Ln (Unable to map),Mountain View,CA,94041,,3,2.5,94041,1526,,2014,,,,,,,,,,2014-11-13,1690500,http://www.redfin.com/CA/Mountain-View/211-Shumway-Ln-94041/home/62324201,,,,N,Y,37.3904,-122.0726,
Past Sale,Single Family Residential,371 Villa St,Mountain View,CA,94041,,4,2.5,94041,2016,,2014,,,,,,,,,,2014-11-12,1931000,http://www.redfin.com/CA/Mountain-View/371-Villa-St-94041/home/62324202,,,,N,Y,37.391591,-122.073793,
Past Sale,Single Family Residential,215 Shumway Ln (Unable to map),Mountain View,CA,94041,,4,2.5,94041,1976,,2014,,,,,,,,,,2014-11-20,1938500,http://www.redfin.com/CA/Mountain-View/215-Shumway-Ln-94041/home/62324218,,,,N,Y,37.3904,-122.0726,
Past Sale,Single Family Residential,216 Shumway Ln (Unable to map),Mountain View,CA,94041,,4,2.5,94041,1976,,2014,,,,,,,,,,2014-11-26,1909000,http://www.redfin.com/CA/Mountain-View/216-Shumway-Ln-94041/home/62324238,,,,N,Y,37.3904,-122.0726,
Past Sale,Single Family Residential,220 Shumway Ln (Unable to map),Mountain View,CA,94041,,4,2.5,94041,1976,,2014,,,,,,,,,,2014-11-05,1866000,http://www.redfin.com/CA/Mountain-View/220-Shumway-Ln-94041/home/62324176,,,,N,Y,37.3904,-122.0726,
Past Sale,Single Family Residential,104 Concord Cir,Mountain View,CA,94040,,3,2.5,94040,1570,,1994,,,,,,,,,,2013-08-28,1312000,http://www.redfin.com/CA/Mountain-View/104-Concord-Cir-94040/home/2121752,,,,N,Y,37.404768,-122.105933,
Past Sale,Single Family Residential,2143 Junction Ave,Mountain View,CA,94043,,3,2,94043,1683,,1954,,,,,,,,,,2014-04-28,1098500,http://www.redfin.com/CA/Mountain-View/2143-Junction-Ave-94043/home/607580,,,,N,Y,37.410248,-122.094069,
Past Sale,Single Family Residential,1793 VASSAR Ave,Mountain View,CA,94043,849000,3,1,Mountain View,860,5400,1950,2,Garage,,Sold,,,,,849000,2014-02-03,916000,http://www.redfin.com/CA/Mountain-View/1793-Vassar-Ave-94043/home/1821921,MLSListings Inc. (MLSLI),ML81402283,Intero Real Estate Services,N,Y,37.402609,-122.087929,false
Past Sale,Single Family Residential,342 ANNA Ave,Mountain View,CA,94043,949000,3,2,Monta Loma,1170,5000,1956,2,Garage,,Sold,,,,,949000,2013-06-06,,http://www.redfin.com/CA/Mountain-View/342-Anna-Ave-94043/home/1413008,MLSListings Inc. (MLSLI),ML81318358,Coldwell Banker Los Altos,N,Y,37.409064,-122.10126,false
Past Sale,Single Family Residential,1934 Cappelletti Ct,Mountain View,CA,94043,,4,3,94043,1629,,2006,,,,,,,,,,2014-07-10,1490500,http://www.redfin.com/CA/Mountain-View/1934-Cappelletti-Ct-94043/home/12179524,,,,N,Y,37.405134,-122.091882,
Past Sale,Single Family Residential,836 Bourbon Ct,Mountain View,CA,94041,,4,2,94041,1730,,1978,,,,,,,,,,2013-07-31,1150000,http://www.redfin.com/CA/Mountain-View/836-Bourbon-Ct-94041/home/1277471,,,,N,Y,37.377803,-122.065491,
Past Sale,Single Family Residential,139 Azalea Dr,Mountain View,CA,94041,,2,2.5,94041,1787,,2008,,,,,,,,,,2012-06-22,1055000,http://www.redfin.com/CA/Mountain-View/139-Azalea-Dr-94041/home/17290759,,,,N,Y,37.389185,-122.072751,
Past Sale,Single Family Residential,521 Frances Way,Mountain View,CA,94041,,3,2,94041,1431,,1954,,,,,,,,,,2013-07-25,1260000,http://www.redfin.com/CA/Mountain-View/521-Frances-Way-94041/home/619786,,,,N,Y,37.386681,-122.072151,
Past Sale,Single Family Residential,315 LORETO St,Mountain View,CA,94041,1088000,3,2,"""OLD MTN VIEW""",1028,5750,1921,1,Garage,,Sold,,,,2012-05-17,1178000,2012-05-25,1045000,http://www.redfin.com/CA/Mountain-View/315-Loreto-St-94041/home/1413613,MLSListings Inc. (MLSLI),ML81217235,Alain Pinel Realtors,N,Y,37.389399,-122.074865,false
Past Sale,Single Family Residential,3380 Villa Robleda Dr,Mountain View,CA,94040,,4,2.5,94040,2230,,1969,,,,,,,,,,2012-11-29,1406000,http://www.redfin.com/CA/Mountain-View/3380-Villa-Robleda-Dr-94040/home/646139,,,,N,Y,37.361711,-122.07035,
Past Sale,Single Family Residential,3372 VILLA ROBLEDA Dr,Mountain View,CA,94040,1399000,3,2.5,Villa Robleda,2287,7878,1969,2,Garage,,Sold,,,,,1399000,2013-02-01,1550000,http://www.redfin.com/CA/Mountain-View/3372-Villa-Robleda-Dr-94040/home/647427,MLSListings Inc. (MLSLI),ML81301826,Coldwell Banker Los Altos,N,Y,37.362144,-122.070351,false
Past Sale,Single Family Residential,517 PRESTON Dr,Mountain View,CA,94040,1398000,3,2,Mountain View,1863,8000,1971,2,Garage,,Sold,,,,,1398000,2013-02-13,1612000,http://www.redfin.com/CA/Mountain-View/517-Preston-Dr-94040/home/1398032,MLSListings Inc. (MLSLI),ML81303453,Alain Pinel Realtors,N,Y,37.36388,-122.072931,false
Past Sale,Single Family Residential,461 BRYANT Ave,Mountain View,CA,94040,1200000,3,2,Mountain View,1430,8800,1952,2,Garage,,Sold,,,,,1200000,2013-04-11,1415000,http://www.redfin.com/CA/Mountain-View/461-Bryant-Ave-94040/home/646453,MLSListings Inc. (MLSLI),ML81310590,Coldwell Banker Los Altos,N,Y,37.361068,-122.074311,false
Past Sale,Single Family Residential,528 LEONA Ln,Mountain View,CA,94040,1098000,3,2,Mountain View,1178,6283,1956,2,Garage,,Sold,,,,,1098000,2013-07-25,1260000,http://www.redfin.com/CA/Mountain-View/528-Leona-Ln-94040/home/648296,MLSListings Inc. (MLSLI),ML81325934,Coldwell Banker,N,Y,37.377046,-122.081418,false
Past Sale,Single Family Residential,16 STARR Way,Mountain View,CA,94040,1099000,3,1,Mountain View,1139,16500,1948,1,Garage,,Sold,,,,,1099000,2013-03-15,1401400,http://www.redfin.com/CA/Mountain-View/16-Starr-Way-94040/home/1114602,MLSListings Inc. (MLSLI),ML81306877,RE/MAX Real Estate Services,N,Y,37.380154,-122.087814,false
Past Sale,Single Family Residential,1423 Nilda Ave,Mountain View,CA,94040,,3,2.5,94040,2277,,1954,,,,,,,,,,2013-06-21,1600000,http://www.redfin.com/CA/Mountain-View/1423-Nilda-Ave-94040/home/685314,,,,N,Y,37.376817,-122.079228,
Past Sale,Single Family Residential,1690 LEE Dr,Mountain View,CA,94040,999000,3,1.5,Mountain View,1178,6624,1952,2,Garage,,Sold,,,,,999000,2012-10-10,1120000,http://www.redfin.com/CA/Mountain-View/1690-Lee-Dr-94040/home/1705585,MLSListings Inc. (MLSLI),ML81236470,Intero Real Estate Services,N,Y,37.374788,-122.090684,false
Past Sale,Single Family Residential,1567 Nilda Ave,Mountain View,CA,94040,,3,2,94040,1248,,1954,,,,,,,,,,2012-06-19,1115000,http://www.redfin.com/CA/Mountain-View/1567-Nilda-Ave-94040/home/1212850,,,,N,Y,37.375225,-122.079226,
Past Sale,Single Family Residential,2676 Yorkton Dr,Mountain View,CA,94040,,4,3,94040,1975,,1965,,,,,,,,,,2013-08-16,1565000,http://www.redfin.com/CA/Mountain-View/2676-Yorkton-Dr-94040/home/1622719,,,,N,Y,37.367102,-122.072143,
Past Sale,Single Family Residential,1880 GOLDEN Way,Mountain View,CA,94040,1398000,3,2,Gest Ranch,1690,8036,1963,2,Garage,,Sold,,,,,1398000,2012-06-14,1480000,http://www.redfin.com/CA/Mountain-View/1880-Golden-Way-94040/home/1467281,MLSListings Inc. (MLSLI),ML81221454,Intero Real Estate Services,N,Y,37.368324,-122.090903,false
Past Sale,Single Family Residential,482 Mariposa Ave,Mountain View,CA,94041,,4,2,94041,1939,,1915,,,,,,,,,,2012-11-08,1250000,http://www.redfin.com/CA/Mountain-View/482-Mariposa-Ave-94041/home/1022062,,,,N,Y,37.394165,-122.090421,
Past Sale,Single Family Residential,1236 Christobal Privada,Mountain View,CA,94040,,4,2.5,94040,2493,,1986,,,,,,,,,,2015-01-29,1695000,http://www.redfin.com/CA/Mountain-View/1236-Christobal-Privada-94040/home/780834,,,,N,Y,37.370493,-122.064819,
Past Sale,Townhouse,1155 Carlos Privada,Mountain View,CA,94040,,3,3,94040,2022,,1985,,,,,,,,,,2015-02-18,1451000,http://www.redfin.com/CA/Mountain-View/1155-Carlos-Privada-94040/home/1045276,,,,N,Y,37.372633,-122.063204,
Past Sale,Single Family Residential,305 Woodland Park Ln,Mountain View,CA,94043,,4,3,94043,2264,,1988,,,,,,,,,,2015-02-17,1860000,http://www.redfin.com/CA/Mountain-View/305-Woodland-Park-Ln-94043/home/1345098,,,,N,Y,37.398653,-122.076794,
Past Sale,Single Family Residential,501 Alicia Way,Los Altos,CA,94022,,3,3,94022,2056,,1954,,,,,,,,,,2015-02-26,2820000,http://www.redfin.com/CA/Los-Altos/501-Alicia-Way-94022/home/1748095,,,,N,Y,37.390303,-122.104872,
Past Sale,Single Family Residential,1572 Spring St,Mountain View,CA,94043,,3,2,94043,1258,,1956,,,,,,,,,,2015-02-27,978500,http://www.redfin.com/CA/Mountain-View/1572-Spring-St-94043/home/1629677,,,,N,Y,37.412684,-122.081168,
Past Sale,Single Family Residential,1147 Creek Way,Mountain View,CA,94040,,3,2.5,94040,1653,,2009,,,,,,,,,,2015-02-25,1505000,http://www.redfin.com/CA/Mountain-View/1147-Creek-Way-94040/home/23044943,,,,N,Y,37.383736,-122.089235,
Past Sale,Single Family Residential,101 Savannah Loop (Unable to map),MOUNTAIN VIEW,CA,94043,1850000,4,3.5,MOUNTAIN VIEW,2204,1524,2015,2,Garage,,Sold,,,,,1850000,2015-03-26,1835000,http://www.redfin.com/CA/Mountain-View/101-Savannah-Loop-94043/home/63682655,MLSListings Inc. (MLSLI),ML81449951,Charles R. Baldwin~ Broker,N,Y,,,false
Past Sale,Single Family Residential,860 YARDIS Ct,Mountain View,CA,94040,1400000,3,2.5,Mountain View,1556,16552,1954,2,Garage,,Sold,,,,,1400000,2012-12-20,1400000,http://www.redfin.com/CA/Mountain-View/860-Yardis-Ct-94040/home/660862,MLSListings Inc. (MLSLI),ML81238065,Dreyfus Sotheby's International Realty,N,Y,37.36666,-122.088543,false
Past Sale,Single Family Residential,2711 Preston Dr,Mountain View,CA,94040,,4,3,94040,2248,,1971,,,,,,,,,,2013-06-06,1690000,http://www.redfin.com/CA/Mountain-View/2711-Preston-Dr-94040/home/1321618,,,,N,Y,37.365233,-122.072564,
Past Sale,Single Family Residential,2706 Ramos Ct,Mountain View,CA,94040,,4,2,94040,2126,,1971,,,,,,,,,,2014-07-30,1902000,http://www.redfin.com/CA/Mountain-View/2706-Ramos-Ct-94040/home/941715,,,,N,Y,37.365549,-122.064364,
Past Sale,Single Family Residential,2716 Katrina Way,Mountain View,CA,94040,,4,2,94040,1994,,1966,,,,,,,,,,2012-08-10,1295000,http://www.redfin.com/CA/Mountain-View/2716-Katrina-Way-94040/home/880117,,,,N,Y,37.364807,-122.068453,
Past Sale,Single Family Residential,386 Bryant Ave,Mountain View,CA,94040,,4,2,94040,2325,,1926,,,,,,,,,,2014-04-16,1750000,http://www.redfin.com/CA/Mountain-View/386-Bryant-Ave-94040/home/1561720,,,,N,Y,37.361544,-122.075446,
Past Sale,Single Family Residential,303 PRESTON Dr,Mountain View,CA,94040,1595000,3,2,Mountain View,1922,8025,1972,2,Garage,,Sold,,,,,1595000,2013-10-17,1700000,http://www.redfin.com/CA/Mountain-View/303-Preston-Dr-94040/home/648767,MLSListings Inc. (MLSLI),ML81337214,Alain Pinel Realtors,N,Y,37.363286,-122.075874,false
Past Sale,Single Family Residential,1653 Hollingsworth Dr,Mountain View,CA,94040,,3,2,94040,1647,,1969,,,,,,,,,,2012-08-29,1407000,http://www.redfin.com/CA/Mountain-View/1653-Hollingsworth-Dr-94040/home/1542146,,,,N,Y,37.387913,-122.095368,
Past Sale,Single Family Residential,1745 Pilgrim Ave,Mountain View,CA,94040,,3,1,94040,1618,,1954,,,,,,,,,,2012-11-01,988000,http://www.redfin.com/CA/Mountain-View/1745-Pilgrim-Ave-94040/home/564343,,,,N,Y,37.38923,-122.097999,
Past Sale,Single Family Residential,2139 Jardin Dr,Mountain View,CA,94040,,3,1,94040,1198,,1952,,,,,,,,,,2012-11-15,1200000,http://www.redfin.com/CA/Mountain-View/2139-Jardin-Dr-94040/home/1070838,,,,N,Y,37.38842,-122.104953,
Past Sale,Single Family Residential,1558 Mercy St,Mountain View,CA,94041,,2,2,94041,1592,,1925,,,,,,,,,,2012-06-22,1235000,http://www.redfin.com/CA/Mountain-View/1558-Mercy-St-94041/home/1136839,,,,N,Y,37.393665,-122.089755,
Past Sale,Single Family Residential,462 PETTIS Ave,Mountain View,CA,94041,2450000,4,3,Mountain View,2450,6600,2014,2,Garage,,Sold,,,,,2450000,2014-06-10,2350000,http://www.redfin.com/CA/Mountain-View/462-Pettis-Ave-94041/home/616747,MLSListings Inc. (MLSLI),ML81413655,Intero Real Estate Services,N,Y,37.393724,-122.089067,false
Past Sale,Single Family Residential,1068 Sladky Ave,Mountain View,CA,94040,,4,2,94040,2163,,1957,,,,,,,,,,2014-08-05,1850000,http://www.redfin.com/CA/Mountain-View/1068-Sladky-Ave-94040/home/1281077,,,,N,Y,37.374339,-122.092949,
Past Sale,Single Family Residential,2012 SUN MOR Ave,Mountain View,CA,94040,2688000,4,4,Mountain View,3584,10920,2008,2,Garage,,Sold,,,,,2688000,2014-04-09,3200000,http://www.redfin.com/CA/Mountain-View/2012-Sun-Mor-Ave-94040/home/1427734,MLSListings Inc. (MLSLI),ML81410566,Intero Real Estate Services,N,Y,37.373225,-122.070449,false
Past Sale,Single Family Residential,1631 DENNIS Ln,Mountain View,CA,94040,900000,3,2,Mountain View,1270,6634,1937,2,Garage,,Sold,,,,,900000,2013-06-20,1000000,http://www.redfin.com/CA/Mountain-View/1631-Dennis-Ln-94040/home/644127,MLSListings Inc. (MLSLI),ML81319517,Keller Williams San Jose Gateway,N,Y,37.386463,-122.09494,false
Past Sale,Single Family Residential,793 View St,Mountain View,CA,94041,,4,2,94041,1754,,1938,,,,,,,,,,2014-10-22,2900000,http://www.redfin.com/CA/Mountain-View/793-View-St-94041/home/1771780,,,,N,Y,37.386077,-122.080637,
Past Sale,Single Family Residential,1453 Lloyd Way,Mountain View,CA,94040,,3,2,94040,1246,,1954,,,,,,,,,,2014-10-03,1500000,http://www.redfin.com/CA/Mountain-View/1453-Lloyd-Way-94040/home/644941,,,,N,Y,37.386728,-122.092645,
Past Sale,Single Family Residential,149 Eunice Ave,Mountain View,CA,94040,,3,2,94040,1598,,1956,,,,,,,,,,2014-06-13,1825000,http://www.redfin.com/CA/Mountain-View/149-Eunice-Ave-94040/home/649633,,,,N,Y,37.369592,-122.076447,
Past Sale,Single Family Residential,2349 Carol Ave,Mountain View,CA,94040,,4,2,94040,1639,,1957,,,,,,,,,,2012-07-02,1385000,http://www.redfin.com/CA/Mountain-View/2349-Carol-Ave-94040/home/709056,,,,N,Y,37.370008,-122.074832,
Past Sale,Single Family Residential,3438 Woodstock Ln,Mountain View,CA,94040,,4,2,94040,2023,,1964,,,,,,,,,,2012-10-31,1540000,http://www.redfin.com/CA/Mountain-View/3438-Woodstock-Ln-94040/home/646424,,,,N,Y,37.359812,-122.073068,
Past Sale,Single Family Residential,1113 Remington Ct,Sunnyvale,CA,94087,,4,2.5,94087,2006,,1975,,,,,,,,,,2014-04-18,850000,http://www.redfin.com/CA/Sunnyvale/1113-Remington-Ct-94087/home/1223932,,,,N,Y,37.358963,-122.061871,
Past Sale,Single Family Residential,956 Trophy Dr,Mountain View,CA,94040,,4,2,94040,1816,,1972,,,,,,,,,,2013-08-27,1500000,http://www.redfin.com/CA/Mountain-View/956-Trophy-Dr-94040/home/644146,,,,N,Y,37.383105,-122.08921,
Past Sale,Single Family Residential,831 RUNNINGWOOD Cir,Mountain View,CA,94040,1399000,4,3,Mountain View,2592,5225,1977,2,Garage,,Sold,,,,,1399000,2014-03-14,1700000,http://www.redfin.com/CA/Mountain-View/831-Runningwood-Cir-94040/home/1423150,MLSListings Inc. (MLSLI),ML81406946,Coldwell Banker Los Altos,N,Y,37.370401,-122.062544,false
Past Sale,Single Family Residential,758 Rustic Ln,Mountain View,CA,94040,,4,3,94040,2235,,1975,,,,,,,,,,2014-09-26,1850000,http://www.redfin.com/CA/Mountain-View/758-Rustic-Ln-94040/home/1151219,,,,N,Y,37.380081,-122.085888,
Past Sale,Single Family Residential,1259 MARILYN Ct,Mountain View,CA,94040,1749000,4,3,Mountain View,2306,8374,2005,2,Garage,,Sold,,,,,1749000,2013-09-04,2318000,http://www.redfin.com/CA/Mountain-View/1259-Marilyn-Ct-94040/home/1592039,MLSListings Inc. (MLSLI),ML81331372,Intero Real Estate Services,N,Y,37.380665,-122.094108,false
Past Sale,Single Family Residential,1139 NILDA Ave,Mountain View,CA,94040,988000,3,2,Mountain View,1332,5406,1952,1,Garage,,Sold,,,,,988000,2013-01-18,1232100,http://www.redfin.com/CA/Mountain-View/1139-Nilda-Ave-94040/home/1834886,MLSListings Inc. (MLSLI),ML81300742,Coldwell Banker Los Altos,N,Y,37.380468,-122.079234,false
Past Sale,Single Family Residential,1584 Bonita Ave,Mountain View,CA,94040,,3,2,94040,1329,,1953,,,,,,,,,,2012-06-07,1270000,http://www.redfin.com/CA/Mountain-View/1584-Bonita-Ave-94040/home/1398029,,,,N,Y,37.375056,-122.08054,
Past Sale,Single Family Residential,1535 NILDA Ave,Mountain View,CA,94040,1138000,3,2,Mountain View,1248,5980,1955,2,Garage,,Sold,,,,,1138000,2013-03-20,1271000,http://www.redfin.com/CA/Mountain-View/1535-Nilda-Ave-94040/home/1484055,MLSListings Inc. (MLSLI),ML81307952,Alain Pinel Realtors,N,Y,37.375583,-122.079226,false
Past Sale,Single Family Residential,1112 Sussex Sq,Mountain View,CA,94040,,3,2,94040,1888,,1978,,,,,,,,,,2013-09-05,1375000,http://www.redfin.com/CA/Mountain-View/1112-Sussex-Sq-94040/home/769152,,,,N,Y,37.377868,-122.073132,
Past Sale,Single Family Residential,3414 SHADY SPRING Ln,Mountain View,CA,94040,1575000,4,2.5,Mountain View,2427,7956,1968,1,Garage,,Sold,,,,,1575000,2013-08-02,1756000,http://www.redfin.com/CA/Mountain-View/3414-Shady-Spring-Ln-94040/home/1212839,MLSListings Inc. (MLSLI),ML81327042,Coldwell Banker Los Altos,N,Y,37.360456,-122.07126,false
Past Sale,Single Family Residential,968 TROPHY Dr,Mountain View,CA,94040,1489000,4,2,Bell Meadows,1912,8249,1972,2,Garage,,Sold,,,,,1489000,2013-09-26,1810000,http://www.redfin.com/CA/Mountain-View/968-Trophy-Dr-94040/home/1240233,MLSListings Inc. (MLSLI),ML81334300,Alain Pinel Realtors,N,Y,37.383023,-122.089853,false
Past Sale,Single Family Residential,1192 Andre Ave,Mountain View,CA,94040,,3,2,94040,1727,,1965,,,,,,,,,,2012-07-24,1150000,http://www.redfin.com/CA/Mountain-View/1192-Andre-Ave-94040/home/646150,,,,N,Y,37.362706,-122.069426,
Past Sale,Single Family Residential,1123 Blue Lake Sq,Mountain View,CA,94040,,3,2,94040,1782,,1973,,,,,,,,,,2014-09-30,1400000,http://www.redfin.com/CA/Mountain-View/1123-Blue-Lake-Sq-94040/home/647782,,,,N,Y,37.358575,-122.069761,
Past Sale,Single Family Residential,2115 Sun Mor Ave,Mountain View,CA,94040,,3,2,94040,1751,,1952,,,,,,,,,,2014-02-20,1657500,http://www.redfin.com/CA/Mountain-View/2115-Sun-Mor-Ave-94040/home/1525547,,,,N,Y,37.37239,-122.069772,
Past Sale,Single Family Residential,2580 Westford Way,Mountain View,CA,94040,,4,2.5,94040,1943,,1966,,,,,,,,,,2012-10-22,1299000,http://www.redfin.com/CA/Mountain-View/2580-Westford-Way-94040/home/648912,,,,N,Y,37.366007,-122.069373,
Past Sale,Single Family Residential,1119 SUSSEX Sq,Mountain View,CA,94040,1199950,3,2,Mountain View,1712,5227,1978,2,Garage,,Sold,,,,,1199950,2013-07-31,1323000,http://www.redfin.com/CA/Mountain-View/1119-Sussex-Sq-94040/home/1558989,MLSListings Inc. (MLSLI),ML81326949,Alain Pinel Realtors,N,Y,37.377214,-122.072971,false
Past Sale,Single Family Residential,2131 JARDIN Dr,Mountain View,CA,94040,889000,3,1,Mountain View,1198,6400,1953,2,Garage,,Sold,,,,,889000,2012-05-24,1075000,http://www.redfin.com/CA/Mountain-View/2131-Jardin-Dr-94040/home/543344,MLSListings Inc. (MLSLI),ML81218576,Intero Real Estate Services,N,Y,37.38842,-122.104728,false
Past Sale,Single Family Residential,3573 GRANT Rd,Mountain View,CA,94040,1650000,3,2,Mountain View,1630,20300,1953,2,Garage,,Sold,,,,,1650000,2013-11-03,1750000,http://www.redfin.com/CA/Mountain-View/3573-Grant-Rd-94040/home/648728,MLSListings Inc. (MLSLI),ML81339496,Alain Pinel Realtors,N,Y,37.360291,-122.077307,false
Past Sale,Single Family Residential,192 PRESTON Dr,Mountain View,CA,94040,1698000,4,2.5,Winfield Park,2183,9400,1972,2,Garage,,Sold,,,,,1698000,2014-09-24,1888000,http://www.redfin.com/CA/Mountain-View/192-Preston-Dr-94040/home/1576029,MLSListings Inc. (MLSLI),ML81428659,Intero Real Estate Services,N,Y,37.363787,-122.076853,false
Past Sale,Single Family Residential,1172 Phyllis Ave,Mountain View,CA,94040,,3,2,94040,1665,,1955,,,,,,,,,,2014-02-21,1252000,http://www.redfin.com/CA/Mountain-View/1172-Phyllis-Ave-94040/home/644642,,,,N,Y,37.379641,-122.078042,
