SALE TYPE,HOME TYPE,ADDRESS,CITY,STATE,ZIP,LIST PRICE,BEDS,BATHS,LOCATION,SQFT,LOT SIZE,YEAR BUILT,PARKING SPOTS,PARKING TYPE,DAYS ON MARKET,STATUS,NEXT OPEN HOUSE DATE,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,RECENT REDUCTION DATE,ORIGINAL LIST PRICE,LAST SALE DATE,LAST SALE PRICE,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,LISTING ID,ORIGINAL SOURCE,FAVORITE,INTERESTED,LATITUDE,LONGITUDE,IS SHORT SALE
Past Sale,Single Family Residential,767 Burgoyne St,Mountain View,CA,94043,1499000,4,3.0,Santa Clara,,5227,2006,1,Garage,,Sold,,,,,1499000,2015-02-06,1660000.0,http://www.redfin.com/CA/Mountain-View/767-Burgoyne-St-94043/home/612857,East Bay Regional Data (EBRD),40683629,Intero Real Estate Services,N,Y,37.405039,-122.085923,false
Past Sale,Single Family Residential,1560 Layla Ct,Mountain View,CA,94041,,4,2.5,94041,1769,,2001,,,,,,,,,,2014-12-11,1600000.0,http://www.redfin.com/CA/Mountain-View/1560-Layla-Ct-94041/home/1206470,,,,N,Y,37.395308,-122.088479,
Past Sale,Single Family Residential,128 Fair Oaks Ave,Mountain View,CA,94040,,3,3.0,94040,1263,,2009,,,,,,,,,,2015-01-13,1240000.0,http://www.redfin.com/CA/Mountain-View/128-Fair-Oaks-Ave-94040/home/17290832,,,,N,Y,37.402613,-122.099199,
Past Sale,Single Family Residential,1108 SUSSEX Sq,Mountain View,CA,94040,1498000,3,2.5,Bentley Square,2030,5300,1978,2,Garage,,Sold,,,,,1498000,2014-12-10,1750000.0,http://www.redfin.com/CA/Mountain-View/1108-Sussex-Sq-94040/home/1023685,MLSListings Inc. (MLSLI),ML81441463,Intero Real Estate Services,N,Y,37.378101,-122.07295,false
Past Sale,Single Family Residential,2431 Alvin St,Mountain View,CA,94043,,3,2.0,94043,1116,,1954,,,,,,,,,,2015-01-09,1388000.0,http://www.redfin.com/CA/Mountain-View/2431-Alvin-St-94043/home/1354177,,,,N,Y,37.410582,-122.098579,
Past Sale,Single Family Residential,316 Wildflower Park Ln,MOUNTAIN VIEW,CA,94043,1648000,4,3.0,MOUNTAIN VIEW,2264,4356,1988,2,Garage,,Sold,,,,,1648000,2014-12-17,1860000.0,http://www.redfin.com/CA/Mountain-View/316-Wildflower-Park-Ln-94043/home/615207,MLSListings Inc. (MLSLI),ML81444597,Sereno Group,N,Y,37.398752,-122.077079,false
Past Sale,Single Family Residential,2365 Craig Ct,MOUNTAIN VIEW,CA,94043,1099000,3,2.0,MOUNTAIN VIEW,1272,11717,1955,1,Garage,,Sold,,,,,1099000,2015-01-17,1300000.0,http://www.redfin.com/CA/Mountain-View/2365-Craig-Ct-94043/home/1072503,MLSListings Inc. (MLSLI),ML81446707,Sereno Group,N,Y,37.40767,-122.097777,false
Past Sale,Single Family Residential,2461 Thaddeus Dr,Mountain View,CA,94043,,3,2.0,94043,1185,,1954,,,,,,,,,,2015-03-18,1525000.0,http://www.redfin.com/CA/Mountain-View/2461-Thaddeus-Dr-94043/home/1866998,,,,N,Y,37.411716,-122.098702,
Past Sale,Single Family Residential,350 Fay Way,Mountain View,CA,94043,,3,2.0,94043,1104,,1955,,,,,,,,,,2015-03-16,1450000.0,http://www.redfin.com/CA/Mountain-View/350-Fay-Way-94043/home/684218,,,,N,Y,37.408098,-122.095793,
Past Sale,Single Family Residential,2625 La Salle Dr,Mountain View,CA,94040,,4,2.5,94040,2128,,1966,,,,,,,,,,2014-12-17,1900000.0,http://www.redfin.com/CA/Mountain-View/2625-La-Salle-Dr-94040/home/649146,,,,N,Y,37.367481,-122.076265,
Past Sale,Single Family Residential,134 Avellino Way (Unable to map),Mountain View,CA,94043,,4,3.5,94043,2017,,,,,,,,,,,,2014-12-12,1595000.0,http://www.redfin.com/CA/Mountain-View/134-Avellino-Way-94043/home/62324434,,,,N,Y,37.3902,-122.0566,
Past Sale,Single Family Residential,922 Farley St,Mountain View,CA,94043,,3,1.0,94043,1192,,1951,,,,,,,,,,2015-03-05,1250000.0,http://www.redfin.com/CA/Mountain-View/922-Farley-St-94043/home/612425,,,,N,Y,37.407068,-122.0883,
Past Sale,Single Family Residential,1231 Arbor Ct,Mountain View,CA,94040,,4,3.0,94040,2113,,1963,,,,,,,,,,2015-03-18,1615000.0,http://www.redfin.com/CA/Mountain-View/1231-Arbor-Ct-94040/home/1855331,,,,N,Y,37.366605,-122.065968,
Past Sale,Single Family Residential,733 Ehrhorn Ave,Mountain View,CA,94041,,3,1.0,94041,1510,,1953,,,,,,,,,,2015-04-01,1559000.0,http://www.redfin.com/CA/Mountain-View/733-Ehrhorn-Ave-94041/home/1150601,,,,N,Y,37.383822,-122.077744,
Past Sale,Single Family Residential,561 Palo Alto Ave,Mountain View,CA,94041,,3,2.0,94041,1708,,1936,,,,,,,,,,2015-04-01,1500000.0,http://www.redfin.com/CA/Mountain-View/561-Palo-Alto-Ave-94041/home/617628,,,,N,Y,37.391802,-122.088133,
Past Sale,Single Family Residential,1660 Yale Dr,Mountain View,CA,94040,,3,2.0,94040,1240,,1954,,,,,,,,,,2015-04-01,1750000.0,http://www.redfin.com/CA/Mountain-View/1660-Yale-Dr-94040/home/1187406,,,,N,Y,37.375129,-122.093683,
Past Sale,Single Family Residential,1133 Miramonte Ave,Mountain View,CA,94040,,3,1.0,94040,1049,,1950,,,,,,,,,,2015-04-02,1350000.0,http://www.redfin.com/CA/Mountain-View/1133-Miramonte-Ave-94040/home/644182,,,,N,Y,37.384004,-122.086829,
Past Sale,Single Family Residential,779 Sunshine Dr,LOS ALTOS,CA,94024,3198000,4,4.5,LOS ALTOS,3311,19500,1950,3,Garage,,Sold,,,,,3198000,2015-03-04,3865000.0,http://www.redfin.com/CA/Los-Altos/779-Sunshine-Dr-94024/home/1628150,MLSListings Inc. (MLSLI),ML81452275,Coldwell Banker Los Altos,N,Y,37.37698,-122.094021,false
Past Sale,Single Family Residential,1902 Adams Ct,MOUNTAIN VIEW,CA,94040,2198000,4,3.0,MOUNTAIN VIEW,2139,8100,1963,2,Garage,,Sold,,,,,2198000,2015-02-25,2400000.0,http://www.redfin.com/CA/Mountain-View/1902-Adams-Ct-94040/home/1642537,MLSListings Inc. (MLSLI),ML81451389,Intero Real Estate Services,N,Y,37.368091,-122.088234,false
Past Sale,Single Family Residential,1793 Woodhaven Pl,Mountain View,CA,94041,,4,2.5,94041,2183,,1999,,,,,,,,,,2015-03-26,1813000.0,http://www.redfin.com/CA/Mountain-View/1793-Woodhaven-Pl-94041/home/616838,,,,N,Y,37.39275,-122.094447,
Past Sale,Single Family Residential,101 Chetwood Dr,Mountain View,CA,94043,,4,2.5,94043,1839,,1997,,,,,,,,,,2015-01-15,1350000.0,http://www.redfin.com/CA/Mountain-View/101-Chetwood-Dr-94043/home/626830,,,,N,Y,37.389373,-122.061278,
Past Sale,Single Family Residential,418 Foxborough Dr,Mountain View,CA,94041,,4,2.0,94041,2588,,1976,,,,,,,,,,2015-03-26,1800000.0,http://www.redfin.com/CA/Mountain-View/418-Foxborough-Dr-94041/home/625627,,,,N,Y,37.384063,-122.064073,
Past Sale,Single Family Residential,184 Evandale Ave,MOUNTAIN VIEW,CA,94043,988000,3,3.5,MOUNTAIN VIEW,1612,2178,2007,2,Garage,,Sold,,,,,988000,2015-03-24,1260000.0,http://www.redfin.com/CA/Mountain-View/184-Evandale-Ave-94043/home/17292273,MLSListings Inc. (MLSLI),ML81454588,LCI Properties,N,Y,37.404921,-122.059383,false
Past Sale,Single Family Residential,1274 Cuernavaca Circulo,MOUNTAIN VIEW,CA,94040,1428000,3,3.0,MOUNTAIN VIEW,2022,3920,1985,2,Garage,,Sold,,,,,1428000,2015-03-10,1481000.0,http://www.redfin.com/CA/Mountain-View/1274-Cuernavaca-Circulo-94040/home/1355102,MLSListings Inc. (MLSLI),ML81452384,Alain Pinel Realtors,N,Y,37.371406,-122.061986,false
Past Sale,Single Family Residential,813 Emily Dr,Mountain View,CA,94043,,3,1.0,94043,871,,1954,,,,,,,,,,2015-03-30,1000000.0,http://www.redfin.com/CA/Mountain-View/813-Emily-Dr-94043/home/621469,,,,N,Y,37.404872,-122.065187,
Past Sale,Single Family Residential,228 Shumway Ln (Unable to map),Mountain View,CA,94041,,3,2.5,94041,1526,,2014,,,,,,,,,,2014-12-22,1650500.0,http://www.redfin.com/CA/Mountain-View/228-Shumway-Ln-94041/home/57023044,,,,N,Y,37.3904,-122.0726,
Past Sale,Single Family Residential,595 Mccarty Ave,Mountain View,CA,94041,,3,3.0,94041,1421,,1955,,,,,,,,,,2014-12-09,1270000.0,http://www.redfin.com/CA/Mountain-View/595-Mccarty-Ave-94041/home/940877,,,,N,Y,37.384627,-122.070017,
Past Sale,Single Family Residential,13384 Pastel Ln,MOUNTAIN VIEW,CA,94040,1548000,4,2.0,MOUNTAIN VIEW,1631,11524,1956,2,Garage,,Sold,,,,,1548000,2015-03-12,1780000.0,http://www.redfin.com/CA/Mountain-View/13384-Pastel-Ln-94040/home/1210250,MLSListings Inc. (MLSLI),ML81453553,Intero Real Estate Services,N,Y,37.372292,-122.068698,false
Past Sale,Single Family Residential,341 Mercy St,MOUNTAIN VIEW,CA,94041,1599999,3,2.0,MOUNTAIN VIEW,1525,5060,1947,1,Garage,,Sold,,,,,1599999,2015-03-19,1851000.0,http://www.redfin.com/CA/Mountain-View/341-Mercy-St-94041/home/619652,MLSListings Inc. (MLSLI),ML81454616,Intero Real Estate Services-Almaden,N,Y,37.388227,-122.075818,false
Past Sale,Single Family Residential,2341 Hilo Ct,Mountain View,CA,94040,,3,2.5,94040,2333,,1976,,,,,,,,,,2015-03-27,1565000.0,http://www.redfin.com/CA/Mountain-View/2341-Hilo-Ct-94040/home/980093,,,,N,Y,37.370408,-122.073252,
Past Sale,Single Family Residential,604 Mariposa Ave,MOUNTAIN VIEW,CA,94041,1395000,3,2.0,MOUNTAIN VIEW,1413,8000,1947,1,Garage,,Sold,,,,,1395000,2015-03-25,1802000.0,http://www.redfin.com/CA/Mountain-View/604-Mariposa-Ave-94041/home/616570,MLSListings Inc. (MLSLI),ML81455746,Alain Pinel Realtors,N,Y,37.392267,-122.091427,false
Past Sale,Single Family Residential,157 Gary Ct,Mountain View,CA,94041,,4,2.0,94041,1583,,1952,,,,,,,,,,2015-01-07,1425000.0,http://www.redfin.com/CA/Mountain-View/157-Gary-Ct-94041/home/1397075,,,,N,Y,37.385728,-122.074154,
Past Sale,Single Family Residential,1008 Bryant Ave,MOUNTAIN VIEW,CA,94040,1749000,4,2.0,MOUNTAIN VIEW,1773,7920,1960,2,Garage,,Sold,,,,,1749000,2015-04-24,1860000.0,http://www.redfin.com/CA/Mountain-View/1008-Bryant-Ave-94040/home/941639,MLSListings Inc. (MLSLI),ML81460176,Kelly Real Estate Services,N,Y,37.361549,-122.068283,false
Past Sale,Single Family Residential,439 Nicholas Dr,MOUNTAIN VIEW,CA,94043,1399000,3,3.0,MOUNTAIN VIEW,1786,2346,1998,2,Garage,,Sold,,,,,1399000,2015-04-22,1580000.0,http://www.redfin.com/CA/Mountain-View/439-Nicholas-Dr-94043/home/1179209,MLSListings Inc. (MLSLI),ML81460206,Intero Real Estate Services,N,Y,37.388602,-122.058827,false
Past Sale,Single Family Residential,1863 Appletree Ln,MOUNTAIN VIEW,CA,94040,1998000,4,2.0,MOUNTAIN VIEW,1875,8610,1959,2,Garage,,Sold,,,,,1998000,2015-04-22,2628000.0,http://www.redfin.com/CA/Mountain-View/1863-Appletree-Ln-94040/home/742982,MLSListings Inc. (MLSLI),ML81459784,Alain Pinel Realtors,N,Y,37.369255,-122.093056,false
Past Sale,Single Family Residential,1591 Spring St,MOUNTAIN VIEW,CA,94043,998000,4,3.0,MOUNTAIN VIEW,1752,5300,1956,2,Garage,,Sold,,,,,998000,2015-04-16,1300000.0,http://www.redfin.com/CA/Mountain-View/1591-Spring-St-94043/home/1747617,MLSListings Inc. (MLSLI),ML81459055,Intero Real Estate Services,N,Y,37.412509,-122.081892,false
Past Sale,Single Family Residential,590 Penny Ln,MOUNTAIN VIEW,CA,94043,1099950,3,2.5,MOUNTAIN VIEW,1196,3255,2002,1,Garage,,Sold,,,,2015-04-16,1188888,2015-04-21,1132000.0,http://www.redfin.com/CA/Mountain-View/590-Penny-Ln-94043/home/613086,MLSListings Inc. (MLSLI),ML81457749,Coldwell Banker,N,Y,37.410398,-122.089947,false
Past Sale,Single Family Residential,1168 Barbara Ave,MOUNTAIN VIEW,CA,94040,2198000,4,3.0,MOUNTAIN VIEW,2377,8470,1954,2,Garage,,Sold,,,,,2198000,2015-05-07,2760000.0,http://www.redfin.com/CA/Mountain-View/1168-Barbara-Ave-94040/home/1009738,MLSListings Inc. (MLSLI),ML81462684,Intero Real Estate Services,N,Y,37.377395,-122.091698,false
Past Sale,Single Family Residential,1045 morton Ct,MOUNTAIN VIEW,CA,94040,1695000,3,2.0,MOUNTAIN VIEW,1801,5227,1954,2,Garage,,Sold,,,,,1695000,2015-04-21,2277000.0,http://www.redfin.com/CA/Mountain-View/1045-Morton-Ct-94040/home/1562090,MLSListings Inc. (MLSLI),ML81458803,Alain Pinel Realtors,N,Y,37.391378,-122.100677,false
Past Sale,Single Family Residential,2425 Laura Ln,Mountain View,CA,94043,,3,2.0,94043,1008,,1955,,,,,,,,,,2015-04-13,950000.0,http://www.redfin.com/CA/Mountain-View/2425-Laura-Ln-94043/home/1354189,,,,N,Y,37.407767,-122.100102,
Past Sale,Single Family Residential,831 Warner Ct,MOUNTAIN VIEW,CA,94043,1588000,4,3.0,MOUNTAIN VIEW,2329,3548,2008,2,Garage,,Sold,,,,,1588000,2015-04-06,1600000.0,http://www.redfin.com/CA/Mountain-View/831-Warner-Ct-94043/home/12179508,MLSListings Inc. (MLSLI),ML81456943,Intero Real Estate Services,N,Y,37.416145,-122.096068,false
Past Sale,Multi-Family (2-4 Unit),257 Mountain View Ave,Mountain View,CA,94041,,,,94041,1400,,1920,,,,,,,,,,2015-04-10,1875000.0,http://www.redfin.com/CA/Mountain-View/257-Mountain-View-Ave-94041/home/1459019,,,,N,Y,37.39513,-122.084678,
Past Sale,Single Family Residential,1857 Villa St,MOUNTAIN VIEW,CA,94041,1195000,3,2.0,MOUNTAIN VIEW,987,8371,1951,2,Garage,,Sold,,,,,1195000,2015-04-15,1500000.0,http://www.redfin.com/CA/Mountain-View/1857-Villa-St-94041/home/1827020,MLSListings Inc. (MLSLI),ML81454970,Sereno Group,N,Y,37.398662,-122.091808,false
Past Sale,Single Family Residential,853 Sladky Ave,MOUNTAIN VIEW,CA,94040,1599000,3,2.0,MOUNTAIN VIEW,1280,6098,1954,2,Garage,,Sold,,,,,1599000,2015-04-22,2050000.0,http://www.redfin.com/CA/Mountain-View/853-Sladky-Ave-94040/home/1246763,MLSListings Inc. (MLSLI),ML81460258,Sereno Group,N,Y,37.373874,-122.089215,false
Past Sale,Single Family Residential,1909 Fordham Way,MOUNTAIN VIEW,CA,94040,2185000,3,2.5,MOUNTAIN VIEW,2112,8000,1963,2,Garage,,Sold,,,,,2185000,2015-04-16,2700000.0,http://www.redfin.com/CA/Mountain-View/1909-Fordham-Way-94040/home/1240222,MLSListings Inc. (MLSLI),ML81459025,Intero Real Estate Services,N,Y,37.367713,-122.092142,false
Past Sale,Single Family Residential,1709 Peartree Ln,MOUNTAIN VIEW,CA,94040,1798000,3,3.0,MOUNTAIN VIEW,1928,6970,1954,1,Garage,,Sold,,,,,1798000,2015-04-16,1798000.0,http://www.redfin.com/CA/Mountain-View/1709-Peartree-Ln-94040/home/1654063,MLSListings Inc. (MLSLI),ML81459036,Intero Real Estate Services,N,Y,37.373109,-122.089528,false
Past Sale,Single Family Residential,240 Pine Way (Unable to map),MOUNTAIN VIEW,CA,94041,1688000,3,3.5,MOUNTAIN VIEW,1764,1661,2012,1,Garage,,Sold,,,,,1688000,2015-04-01,1850000.0,http://www.redfin.com/CA/Mountain-View/240-Pine-Way-94041/home/52671757,MLSListings Inc. (MLSLI),ML81456872,Sereno Group,N,Y,,,false
Past Sale,Single Family Residential,2707 Preston Dr,Mountain View,CA,94040,,4,2.0,94040,2126,,1971,,,,,,,,,,2015-04-09,2230000.0,http://www.redfin.com/CA/Mountain-View/2707-Preston-Dr-94040/home/913643,,,,N,Y,37.365405,-122.072702,
Past Sale,Single Family Residential,536 Calderon Ave,MOUNTAIN VIEW,CA,94041,1049000,3,1.0,MOUNTAIN VIEW,1228,5500,1947,2,Garage,,Sold,,,,,1049000,2015-04-02,1430000.0,http://www.redfin.com/CA/Mountain-View/536-Calderon-Ave-94041/home/1785175,MLSListings Inc. (MLSLI),ML81456630,Sereno Group,N,Y,37.386915,-122.074841,false
Past Sale,Single Family Residential,332 Jessie Ln,MOUNTAIN VIEW,CA,94041,1800000,3,2.0,MOUNTAIN VIEW,1641,6660,1953,2,Garage,,Sold,,,,,1800000,2015-04-01,2000000.0,http://www.redfin.com/CA/Mountain-View/332-Jessie-Ln-94041/home/619537,MLSListings Inc. (MLSLI),ML81457079,Realty World Knight Properties,N,Y,37.386558,-122.076574,false
Past Sale,Multi-Family (2-4 Unit),137 Easy St,Mountain View,CA,94043,,,,94043,1288,,1947,,,,,,,,,,2015-04-10,1535000.0,http://www.redfin.com/CA/Mountain-View/137-Easy-St-94043/home/625338,,,,N,Y,37.393584,-122.067281,
Past Sale,Single Family Residential,1208 Awalt Dr,Mountain View,CA,94040,,3,2.0,94040,1964,,1965,,,,,,,,,,2015-04-14,2350000.0,http://www.redfin.com/CA/Mountain-View/1208-Awalt-Dr-94040/home/1711144,,,,N,Y,37.363427,-122.068443,
Past Sale,Single Family Residential,1311 Belshaw Dr,MOUNTAIN VIEW,CA,94040,1799000,4,2.5,MOUNTAIN VIEW,2126,7950,1971,2,Garage,,Sold,,,,2015-04-13,1975000,2015-04-15,1733500.0,http://www.redfin.com/CA/Mountain-View/1311-Belshaw-Dr-94040/home/1079442,MLSListings Inc. (MLSLI),ML81452536,KW Bay Area Estates,N,Y,37.364656,-122.063971,false
Past Sale,Single Family Residential,970 San Pierre Way,Mountain View,CA,94043,1300000,4,2.0,Mountain View,1576,7128,1964,2,Garage,,Sold,,,,,1300000,2015-05-15,1305000.0,http://www.redfin.com/CA/Mountain-View/970-San-Pierre-Way-94043/home/1007860,San Francisco Association of Realtors (SFARMLS),431221,JODI Group,N,Y,37.406731,-122.082196,false
Past Sale,Single Family Residential,284 Monroe Dr,MOUNTAIN VIEW,CA,94040,1849000,3,2.5,MOUNTAIN VIEW,1844,4792,2007,2,Garage,,Sold,,,,,1849000,2015-04-22,2110000.0,http://www.redfin.com/CA/Mountain-View/284-Monroe-Dr-94040/home/12179516,MLSListings Inc. (MLSLI),ML81460203,Keller Williams Palo Alto,N,Y,37.410856,-122.115898,false
Past Sale,Single Family Residential,778 Sonia Way,Mountain View,CA,94040,,3,2.0,94040,1261,,2012,,,,,,,,,,2014-12-02,1350000.0,http://www.redfin.com/CA/Mountain-View/778-Sonia-Way-94040/home/52673181,,,,N,Y,37.383995,-122.084534,
Past Sale,Single Family Residential,320 MANSFIELD Dr,Mountain View,CA,94040,3295000,4,2.5,COMPLETELY CUSTOM ONE STORY CONSTRUCTION!,3100,8364,2011,2,Garage,,Sold,,,,,3295000,2014-12-08,3015000.0,http://www.redfin.com/CA/Mountain-View/320-Mansfield-Dr-94040/home/41395789,MLSListings Inc. (MLSLI),ML81438268,"Intero San Jose, Willow Glen Lincoln Ave",N,Y,37.364819,-122.075864,false
Past Sale,Single Family Residential,802 Devoto St,Mountain View,CA,94041,,3,2.5,94041,2048,,1986,,,,,,,,,,2014-11-19,1610000.0,http://www.redfin.com/CA/Mountain-View/802-Devoto-St-94041/home/1339739,,,,N,Y,37.379951,-122.062119,
Past Sale,Single Family Residential,127 EASY St,Mountain View,CA,94043,1438000,4,3.5,Apricot Commons,1840,1578,,2,Garage,,Sold,,,,,1438000,2014-12-01,1438000.0,http://www.redfin.com/CA/Mountain-View/127-Easy-St-94043/home/58848897,MLSListings Inc. (MLSLI),ML81437431,"Charles R. Baldwin, Broker",N,Y,37.393234,-122.06767,false
Past Sale,Single Family Residential,3450 Bruckner Cir,Mountain View,CA,94040,,4,2.5,94040,2582,,1964,,,,,,,,,,2014-11-21,2200000.0,http://www.redfin.com/CA/Mountain-View/3450-Bruckner-Cir-94040/home/647757,,,,N,Y,37.360075,-122.070333,
Past Sale,Single Family Residential,180 JENKINS Ln,Mountain View,CA,94043,1398000,4,2.5,California Station,1679,3200,1997,2,Garage,,Sold,,,,,1398000,2014-11-21,1414500.0,http://www.redfin.com/CA/Mountain-View/180-Jenkins-Ln-94043/home/1277588,MLSListings Inc. (MLSLI),ML81440174,Intero Real Estate Services,N,Y,37.392973,-122.059169,false
